Name	lat	lng	population
Rettenegg	47.52694	15.78104	857
Rennweg am Katschberg	47.01667	13.61667	1162
Reith bei Seefeld	47.3	11.2	1100
Reith bei Kitzbühel	47.46667	12.35	766
Reith im Alpbachtal	47.41694	11.87785	636
Reiterndorf	47.70364	13.62914	494
Reisenberg	47.99406	16.52018	179
Reinsberg	47.98567	15.07067	477
Reingers	48.96667	15.13333	611
Reifling	47.13333	14.66667	1187
Reichraming	47.88333	14.45	359
Reichenthal	48.54286	14.38471	685
Reichenfels	47.00718	14.74425	798
Reichendorf	47.18922	15.7616	458
Reichenau im Mühlkreis	48.45704	14.34875	678
Reichenau an der Rax	47.69509	15.84572	482
Rehberg	48.43114	15.58702	226
Redlham	48.02443	13.74738	401
Redleiten	48.08138	13.46894	554
Reding	46.81667	14.85	443
Rechnitz	47.30467	16.44095	348
Raxendorf	48.34108	15.27666	516
Ravelsbach	48.55	15.85	280
Rauris	47.22656	12.99459	945
Rauchenwarth	48.0833	16.52794	206
Rattenberg	47.43941	11.89407	524
Ratten	47.48333	15.71667	779
Ratschendorf	46.74222	15.81583	243
Ratsch an der Weinstraße	46.68944	15.57111	349
Rastenfeld	48.57348	15.33176	575
Rassach	46.86028	15.27	382
Rappottenstein	48.52161	15.07925	666
Ranten	47.15949	14.08349	936
Ranshofen	48.23308	13.01571	358
Rannersdorf	48.12772	16.46379	167
Rankweil	47.27108	9.64308	471
Raning	46.85	15.81667	285
Ranggen	47.25727	11.2112	829
Rangersdorf	46.86001	12.94923	860
Randegg	48.01198	14.97334	361
Ramsau	48.00313	15.80332	466
Ramsau am Dachstein	47.4215	13.65545	1123
Ramsau im Zillertal	47.20383	11.87545	600
Ramingstein	47.07462	13.83642	978
Rainbach im Mühlkreis	48.55758	14.47449	695
Raiding	47.56581	16.53056	252
Ragnitz	46.83667	15.59278	278
Raggal	47.21082	9.83688	1011
Raffelstetten	48.23759	14.40273	245
Radstadt	47.38333	13.45	839
Bad Radkersburg	46.68806	15.98806	212
Radfeld	47.44806	11.91424	512
Radenthein	46.80056	13.71167	722
Rachau	47.21667	14.9	796
Rabenwald	47.4	15.9	658
Rabenstein an der Pielach	48.06535	15.46772	343
Rabensburg	48.65	16.9	167
Raasdorf	48.24657	16.56532	154
Raach am Hochgebirge	47.63333	15.93333	771
Raabs an der Thaya	48.85	15.5	447
Raabau	46.96278	15.91167	289
Raaba	47.03333	15.5	360
Raab	48.35243	13.64691	380
Pyhra	48.1591	15.68624	293
Pusterwald	47.30611	14.37556	1073
Purkersdorf	48.20769	16.17539	250
Purgstall	48.05841	15.13478	297
Purbach am Neusiedler See	47.91289	16.69561	126
Puntigam	47.03333	15.43333	348
Pulkau	48.70484	15.86031	260
Pühret	48.03488	13.72252	437
Pucking	48.18886	14.18824	286
Puchheim	48	13.71667	405
Puchenstuben	47.92819	15.28748	862
Puchenau	48.31214	14.23614	288
Puchberg am Schneeberg	47.78709	15.91352	572
Puch bei Weiz	47.21667	15.71667	406
Puch bei Hallein	47.71536	13.09296	465
Prutz	47.08333	10.66667	865
Pruggern	47.4237	13.87625	687
Proleb	47.4	15.13333	579
Prinzersdorf	48.2	15.51667	268
Prigglitz	47.70318	15.92794	637
Hofamt Priel	48.19581	15.07746	271
Pressbaum	48.18333	16.08333	317
Prellenkirchen	48.07401	16.95233	171
Preitenegg	46.94	14.92583	1069
Pregarten	48.35488	14.53217	423
Preding	46.85861	15.40972	329
Pramet	48.14295	13.48752	508
Prambachkirchen	48.31711	13.90449	374
Pram	48.23536	13.60579	435
Prägraten	47.01667	12.38333	1297
Pradl	47.26539	11.4152	572
Poysdorf	48.66667	16.63333	203
Potzneusiedl	48.04504	16.9477	154
Pöttsching	47.80445	16.37109	218
Pottschach	47.69856	16.00725	402
Pötting	48.28325	13.77059	379
Pottenstein	47.9582	16.0948	324
Pottendorf	47.9	16.38333	219
Pottenbrunn	48.23333	15.7	248
Pöttelsdorf	47.75369	16.43864	209
Pörtschach am Wörthersee	46.63639	14.14639	449
Poppendorf	46.85611	15.85639	308
Pöls	47.21667	14.58333	791
Polling in Tirol	47.28333	11.15	605
Pöllauberg	47.31667	15.85	625
Pöllau	47.3	15.83333	422
Pöggstall	48.31734	15.20405	457
Poggersdorf	46.65	14.45	456
Podersdorf am See	47.85412	16.83706	120
Pöchlarn	48.2	15.2	214
Plesching	48.32099	14.33802	253
Plankenau	47.32673	13.19282	856
Plainfeld	47.83333	13.18333	621
Pitzenberg	48.07361	13.72484	443
Pitten	47.71667	16.18333	324
Pitschgau	46.7	15.26667	352
Pistorf	46.76667	15.36667	321
Pischelsdorf in der Steiermark	47.17417	15.80572	376
Pirka	47	15.38333	379
Piringsdorf	47.44826	16.41516	304
Pirching am Traubenberg	46.95	15.6	354
Pinsdorf	47.9298	13.77068	492
Pinkafeld	47.36667	16.11667	389
Pinggau	47.44232	16.06713	597
Pillichsdorf	48.35	16.53333	161
Pill	47.32352	11.68018	543
Pilgersdorf	47.44106	16.3492	365
Piesendorf	47.29077	12.71839	769
Pierbach	48.34815	14.75575	495
Pichling bei Köflach	47.04785	15.07098	484
Pichl bei Wels	48.18515	13.89882	329
Pichl	47.28333	12.85	750
Piberegg	47.09424	15.11658	472
Pians	47.13486	10.51237	848
Pfunds	46.96667	10.55	992
Pfons	47.14201	11.46071	1028
Pflach	47.51667	10.71667	839
Pfarrkirchen bei Bad Hall	48.03046	14.19914	381
Pfaffstätten	48.01737	16.26354	217
Pfaffing	48.018	13.47507	539
Pfaffenhofen	47.3	11.08333	634
Peuerbach	48.3453	13.77205	394
Petzenkirchen	48.14693	15.15465	238
Pettneu	47.14595	10.33655	1193
Pettenbach	47.96016	14.01692	486
Petronell-Carnuntum	48.11296	16.86582	177
Perwang am Grabensee	48.00692	13.083	524
Pertlstein	46.94056	15.96167	269
Persenbeug	48.18733	15.08809	219
Pernitz	47.89759	15.96022	429
Pernersdorf	48.7	16.01667	214
Pernegg an der Mur	47.35979	15.34236	458
Pernegg	48.73333	15.61667	507
Perlsdorf	46.91361	15.81417	306
Perg	48.25	14.63333	252
Perchtoldsdorf	48.11935	16.26607	257
Perchau am Sattel	47.1	14.45	1005
Penz	48.03333	14.48333	445
Pennewang	48.13333	13.85	390
Peggau	47.2	15.35	409
Payerbach	47.69209	15.8634	473
Paudorf	48.35416	15.61853	261
Pattigham	48.15521	13.48443	509
Patsch	47.20527	11.4151	1001
Paternion	46.71417	13.63611	513
Passail	47.28333	15.51667	693
Pasching	48.25931	14.20369	294
Parschlug	47.4809	15.28645	702
Parndorf	47.99963	16.86049	181
Parbasdorf	48.28333	16.6	162
Pamhagen	47.70092	16.90779	121
Pama	48.05	17.03333	134
Palting	48.01542	13.12712	514
Palfau	47.7	14.8	586
Paldau	46.94222	15.79583	316
Pack	46.97917	14.98417	1094
Pabneukirchen	48.32367	14.81747	583
Oeynhausen	47.98533	16.29187	214
Oetz	47.2	10.9	786
Otterthal	47.61667	15.93333	689
Ottenthal	48.761	16.57914	234
Ottensheim	48.33246	14.17425	269
Ottenschlag im Mühlkreis	48.46632	14.38471	808
Ottenschlag	48.42393	15.21924	849
Ottakring	48.21667	16.3	247
Osterwitz	46.85943	15.08998	1146
Ostermiething	48.04636	12.82937	393
Ossiach	46.67435	13.98358	516
Oslip	47.82906	16.61957	133
Ort im Innkreis	48.31654	13.43362	354
Orth an der Donau	48.14524	16.70089	150
Ortgraben	47.45	16.05	719
Opponitz	47.87776	14.82283	415
Oppenberg	47.48333	14.26667	1042
Ollersdorf im Burgenland	47.18333	16.16667	308
Olbendorf	47.18333	16.2	310
Ohlsdorf	47.96073	13.79145	533
Oggau	47.83333	16.66667	121
Offenhausen	48.15	13.83333	382
Oepping	48.60284	13.94586	624
Oehling	48.1	14.8	297
Oedt	48.21335	14.21013	277
Öblarn	47.45938	13.99023	668
Oberzeiring	47.25	14.48333	937
Oberwölz Stadt	47.20117	14.28321	825
Oberwölbling	48.31719	15.59166	324
Oberweg	47.15	14.63333	896
Oberwart	47.28971	16.20595	316
Oberwang	47.86667	13.43333	573
Oberwaltersdorf	47.97567	16.32191	212
Oberwagram	48.20157	15.64917	267
Obervogau	46.745	15.58472	260
Obervellach	46.93667	13.20417	802
Obertrum am See	47.93722	13.07722	508
Obertilliach	46.71056	12.61444	1472
Oberstorcha	46.96667	15.8	298
Obersiebenbrunn	48.26537	16.71076	148
Obersdorf	48.36667	16.51667	167
Oberschützen	47.35138	16.20732	355
Oberrettenbach	47.15	15.8	407
Oberpullendorf	47.50352	16.50447	246
Oberpremstätten	46.97444	15.40444	332
Pettnau	47.29204	11.15962	610
Oberneukirchen	48.46404	14.22275	768
Oberndorf in Tirol	47.5	12.38333	689
Oberndorf bei Schwanenstadt	48.05559	13.75677	392
Oberndorf bei Salzburg	47.95	12.93333	430
Oberndorf an der Melk	48.06386	15.2243	321
Oberndorf in der Ebene	48.2704	15.68985	235
Obernberg am Inn	48.32133	13.33427	356
Obermieming	47.3	10.98333	849
Oberloisdorf	47.44736	16.50764	247
Oberlienz	46.84722	12.73139	817
Oberkurzheim	47.23333	14.58333	863
Oberhofen im Inntal	47.3	11.08333	634
Oberhofen am Irrsee	47.95	13.3	565
Oberhausen	48.1769	16.58506	154
Oberhart	48.18464	14.05497	313
Oberhaag	46.6869	15.33202	324
Ober-Grafendorf	48.1504	15.54531	279
Oberdrauburg	46.74306	12.97028	641
Oberdorf im Burgenland	47.21667	16.21667	310
Oberdorf am Hochegg	46.97861	15.72167	360
Aurach	47.41223	12.42734	809
Oberau	47.44336	12.04891	930
Oberalm	47.7	13.1	450
Oberaich	47.4	15.21667	536
Obdach	47.06667	14.68333	899
Nüziders	47.16667	9.8	549
Nußdorf am Haunsberg	47.95944	13.00917	445
Nöchling	48.22433	14.98123	538
Nitscha	47.11667	15.75	424
Nikolsdorf	46.78583	12.91333	770
Niklasdorf	47.38333	15.15	622
Nikitsch	47.53615	16.66017	228
Niederwölz	47.15126	14.37479	748
Niederthalheim	48.09901	13.7687	426
Niederöblarn	47.47667	14.01937	676
Niedernsill	47.28333	12.65	769
Niederneukirchen	48.16093	14.33965	333
Niederndorf	47.65	12.21667	498
Niederleis	48.55	16.4	265
Niederhollabrunn	48.43333	16.3	319
Niederdorf	46.61667	14.4	422
Niederbreitenbach	47.53333	12.08333	503
Niederau	47.45	12.08333	819
Niederalm	47.72872	13.06223	431
Nickelsdorf	47.94056	17.06944	139
Neuzeug	48.05	14.33333	334
Neutillmitsch	46.81667	15.53333	283
Neutal	47.54548	16.44619	274
Neustift im Stubaital	47.11667	11.31667	970
Neustift bei Güssing	47.02474	16.26041	251
Neustift an der Lafnitz	47.36667	16.03333	452
Neusiedl an der Zaya	48.5992	16.7799	181
Neusiedl am See	47.94901	16.8417	125
Neusiedl	47.88769	15.96313	449
Neunkirchen	47.72096	16.08107	372
Neumarkt in Steiermark	47.07398	14.42728	838
Neumarkt im Mühlkreis	48.42818	14.48444	635
Neumarkt im Hausruckkreis	48.2728	13.72836	381
Neumarkt an der Ybbs	48.14103	15.05758	227
Neumarkt am Wallersee	47.95	13.23333	562
Neulengbach	48.19745	15.90219	229
Neukirchen bei Lambach	48.1	13.81667	394
Neukirchen an der Vöckla	48.04053	13.5376	515
Neukirchen am Walde	48.40584	13.78158	555
Neukirchen am Großvenediger	47.25046	12.27585	851
Neukirchen	47.87502	13.71111	561
Neuhofen an der Ybbs	48.05795	14.85489	318
Neuhofen an der Krems	48.13866	14.22764	302
Neuhaus	46.63333	14.88333	488
Neufeld an der Leitha	47.86558	16.37856	231
Neudörfl	47.79655	16.2977	268
Neudorf bei Staatz	48.72083	16.49139	202
Neudau	47.17554	16.10184	284
Neuberg an der Mürz	47.66423	15.57226	729
Nestelbach im Ilztal	47.08333	15.86667	335
Nestelbach bei Graz	47.06053	15.6114	450
Nesselwängle	47.48333	10.61667	1162
Nenzing	47.18436	9.70539	527
Neidling	48.24005	15.55591	313
Neckenmarkt	47.59964	16.5467	229
Nauders	46.88859	10.50126	1343
Natters	47.23414	11.37342	779
Natternbach	48.3973	13.74965	435
Nassereith	47.31667	10.83333	842
Namlos	47.35	10.66667	1445
Naas	47.25086	15.59449	541
Naarn im Machlande	48.22553	14.60838	243
Mutters	47.23333	11.38333	776
Musau	47.53195	10.67339	821
Mürzzuschlag	47.6066	15.67226	716
Mürzsteg	47.67556	15.49145	782
Mürzhofen	47.48333	15.38333	542
Mureck	46.70806	15.77472	237
Münzkirchen	48.48333	13.56667	505
Münzbach	48.26737	14.71009	415
Muntlix	47.28296	9.65939	491
Münster	47.42164	11.83356	536
Munderfing	48.07039	13.18162	467
Münchendorf	48.03333	16.38333	183
Müllendorf	47.83943	16.46258	233
Muhr	47.09893	13.49756	1113
Mühlgraben	46.88972	16.04083	314
Mühlen	47.03071	14.50848	960
Mühldorf bei Feldbach	46.93861	15.9075	291
Mühldorf	48.37432	15.34672	361
Mühldorf	47.89689	13.95049	522
Mühldorf	46.86028	13.35361	714
Mühlbach am Hochkönig	47.37746	13.12926	886
Mühlau	47.28333	11.4	698
Muggendorf	47.91059	15.93533	450
Muckendorf an der Donau	48.33183	16.1554	172
Mötz	47.28333	10.95	728
Moschendorf	47.05843	16.47728	206
Mörtschach	46.92389	12.91778	1150
Mortantsch	47.20752	15.57954	486
Mörbisch am See	47.75	16.66667	120
Mooskirchen	46.98167	15.27889	340
Moosdorf	48.04492	12.98902	475
Moosburg	46.6575	14.17472	500
Moosbrunn	48.01667	16.45	183
Mönichwald	47.44655	15.88275	574
Mönichkirchen	47.51062	16.03425	983
Mondsee	47.85648	13.34908	496
Mönchhof	47.8802	16.94126	128
Molln	47.88723	14.25819	421
Möllersdorf	48.02575	16.30508	194
Möllbrücke	46.83639	13.37278	558
Mölbling	46.85	14.43333	570
Möggers	47.56667	9.81667	874
Mogersdorf	46.94917	16.23222	227
Modriach	46.95	15.05	1103
Mödling	48.08605	16.28921	222
Mittertreffling	48.33868	14.36505	360
Mittersill	47.28333	12.48333	786
Mitterpullendorf	47.49325	16.52129	237
Mitterndorf im Steirischen Salzkammergut	47.55556	13.93187	805
Mitterndorf an der Fischa	47.99739	16.47357	187
Mitterlabill	46.88917	15.63556	312
Mitterkirchen im Machland	48.18795	14.69593	233
Mitterhofen	47.38333	12.8	777
Mitterdorf im Mürztal	47.53333	15.51667	586
Mitterdorf an der Raab	47.16667	15.6	477
Mitterberghütten	47.4	13.21667	564
Mitterbach am Erlaufsee	47.81396	15.29537	789
Mittelberg	47.35127	10.17197	1142
Mistelbach	48.57	16.57667	228
Mischendorf	47.19277	16.31444	271
Mils bei Solbad Hall	47.28333	11.53333	578
Mils bei Imst	47.20616	10.67485	733
Miesenbach	47.84035	15.98236	476
Miesenbach bei Birkfeld	47.36667	15.76667	848
Mieming	47.3	10.98333	849
Mieders	47.16667	11.38333	971
Michelhausen	48.29085	15.93893	189
Micheldorf in Oberösterreich	47.87764	14.13357	459
Micheldorf	46.91667	14.41667	773
Michaelnbach	48.28788	13.83144	392
Michaelerberg	47.41083	13.89333	1119
Mettersdorf am Saßbach	46.80583	15.71111	279
Metnitz	46.98056	14.21667	851
Merkendorf	46.85722	15.90389	266
Mellach	46.93333	15.51667	379
Melk	48.22737	15.33186	222
Meiningen	47.29891	9.57862	426
Meidling	48.16667	16.33333	212
Mehrnbach	48.20809	13.43525	445
Meggenhofen	48.18017	13.79582	381
Medraz	47.14256	11.34287	920
Mayrhofen	47.16667	11.86667	641
Mautern in Steiermark	47.4	14.83333	728
Mauterndorf	47.13451	13.67884	1128
Mautern	48.39319	15.57793	205
Mauerkirchen	48.19173	13.13338	399
Mauer bei Amstetten	48.09643	14.8006	298
Mauerbach	48.24514	16.16793	281
Matzendorf	47.89137	16.21393	286
Matzen	48.4	16.7	198
Mattsee	47.96667	13.1	521
Mattighofen	48.10732	13.15081	445
Mattersburg	47.73333	16.4	267
Matrei in Osttirol	47	12.53333	946
Matrei am Brenner	47.12794	11.45176	1203
Marz	47.71667	16.41667	250
Martinsberg	48.37549	15.14997	823
Markt Sankt Martin	47.56205	16.42508	314
Sankt Florian	48.20568	14.37836	285
Bad Pirawarth	48.45194	16.59833	180
Markt Piesting	47.87358	16.1251	335
Markt Neuhodis	47.29565	16.39564	317
Markt Allhau	47.28333	16.08333	345
Markgrafneusiedl	48.26667	16.63333	150
Markersdorf an der Pielach	48.18333	15.5	254
Mariazell	47.77306	15.31639	859
Maria Wörth	46.61639	14.16306	442
Mariatrost	47.1	15.5	488
Mariatal	47.44788	11.8721	525
Maria Taferl	48.22702	15.15954	435
Mariastein	47.52772	12.05479	562
Mariasdorf	47.3658	16.23136	395
Maria Schmolln	48.1382	13.21981	558
Maria Saal	46.68083	14.34861	507
Maria Rain	46.55389	14.29556	558
Mariapfarr	47.15	13.75	1115
Maria Neustift	47.93333	14.6	591
Maria Lanzendorf	48.09923	16.41984	169
Maria Lankowitz	47.0622	15.06525	507
Maria Laach am Jauerling	48.30412	15.34472	587
Mariahof	47.1	14.4	959
Maria Enzersdorf	48.1	16.28333	223
Maria Ellend	48.1	16.68333	185
Maria-Anzbach	48.19012	15.93155	246
Maria Alm am Steinernen Meer	47.40579	12.90121	796
Margarethen am Moos	48.03333	16.6	164
Marchtrenk	48.19022	14.10908	295
Marchegg	48.26217	16.91045	140
Marbach an der Donau	48.21667	15.15	256
Mannswörth	48.14547	16.51374	155
Mannsdorf an der Donau	48.152	16.66506	148
Manning	48.08851	13.66682	509
Mannersdorf an der Rabnitz	47.42815	16.52678	239
Mannersdorf am Leithagebirge	47.96667	16.6	228
Mank	48.11024	15.33915	296
Maissau	48.573	15.83005	336
Maishofen	47.36667	12.8	766
Mailberg	48.67379	16.18132	209
Maierdorf	46.8925	15.84972	316
Mäder	47.35	9.61667	415
Lutzmannsburg	47.46373	16.63665	207
Lustenau	47.42642	9.65851	405
Lunz am See	47.8612	15.02998	596
Luftenberg an der Donau	48.27462	14.41303	298
Ludmannsdorf	46.54139	14.13425	570
Ludesch	47.2	9.78306	657
Losenstein	47.92428	14.43672	399
Lorüns	47.13306	9.85	653
Loretto	47.91559	16.5179	211
Loosdorf	48.2	15.4	226
Loipersdorf bei Fürstenfeld	47	16.1	263
Loipersbach im Burgenland	47.69656	16.47919	285
Loich	47.99578	15.40163	435
Lofer	47.58475	12.69333	626
Lödersdorf	46.95861	15.94333	312
Lochau	47.53333	9.75	415
Litzelsdorf	47.20826	16.1717	332
Litschau	48.94409	15.04483	529
Linz	48.30639	14.28611	268
Lilienfeld	48.01312	15.59664	378
Ligist	46.99389	15.21083	377
Liezen	47.56667	14.23333	642
Liesingtal	47.34597	15.01352	592
Lienz	46.8289	12.76903	681
Lieboch	46.97417	15.3375	334
Liebenau	47.03333	15.46667	344
Lichtenwörth	47.82756	16.29873	255
Lichtenegg	48.15	14	314
Lichtenegg	47.6	16.2	757
Leutschach	46.66722	15.46889	351
Lermoos	47.40358	10.8807	985
Leopoldsdorf im Marchfelde	48.22261	16.68858	147
Leopoldsdorf	48.11557	16.39126	185
Leonstein	47.89666	14.23124	417
Leonding	48.27965	14.2533	289
Leogang	47.43906	12.76109	785
Leobersdorf	47.92796	16.21651	267
Leobendorf	48.38333	16.31667	234
Leoben	47.3765	15.09144	543
Lenzing	47.97326	13.60846	485
Lengfelden	47.85	13.05	442
Lengenfeld	48.47187	15.5987	305
Lendorf	46.83528	13.43028	590
Lend	47.29856	13.05176	640
Lembach im Mühlkreis	48.49517	13.89513	549
Leitzersdorf	48.41918	16.24513	223
Leitring	46.77957	15.55915	265
Leithaprodersdorf	47.93348	16.47915	194
Leitersdorf im Raabtal	46.94182	15.93365	285
Leitendorf	47.36667	15.08333	581
Leisach	46.8125	12.74861	745
Leibnitz	46.78161	15.53836	273
Leiben	48.24628	15.2746	327
Ledenitzen	46.56639	13.96139	586
Lechaschau	47.48804	10.70652	846
Lech	47.20797	10.14184	1442
Laxenburg	48.06833	16.35607	179
Tullnerbach-Lawies	48.18912	16.09117	371
Lavant	46.79889	12.83806	656
Lavamünd	46.64019	14.94733	349
Lauterach	47.47572	9.72941	410
Laussa	47.95	14.45	492
Launsdorf	46.77056	14.45194	564
Lassnitzhöhe	47.06667	15.58333	477
Lassing	47.53374	14.25808	735
Lassee	48.22479	16.8223	144
Lanzenkirchen	47.73621	16.21985	304
Lans	47.23833	11.43139	863
Lannach	46.94611	15.33722	330
Langschlag	48.57448	14.88459	759
Langenzersdorf	48.30432	16.36143	161
Langenwang	47.56667	15.61667	630
Langenstein	48.252	14.47655	247
Langenrohr	48.30489	16.01034	179
Langenlois	48.46667	15.66667	277
Langen	47.51667	9.81667	946
Langegg bei Graz	47.05	15.63333	489
Langau	48.83207	15.7156	446
Lang	46.83765	15.50471	287
Landskron	46.61667	13.88333	497
Landl	47.65666	14.73189	523
Landegg	47.9	16.4	216
Landeck	47.13988	10.56593	789
Lamprechtshausen	47.99098	12.95481	443
Lambach	48.09276	13.87453	367
Lafnitz	47.36792	16.01103	402
Ladis	47.07459	10.64949	1193
Ladendorf	48.53333	16.48333	211
Lackendorf	47.58996	16.50404	273
Lackenbach	47.59042	16.46533	309
Labuch	47.06667	15.66667	481
Laakirchen	47.98188	13.82166	439
Laab im Walde	48.15486	16.17359	314
Laa an der Thaya	48.71667	16.38333	179
Kundl	47.46667	11.98333	533
Kumberg	47.16422	15.53261	517
Kulm am Zirbitz	47.05814	14.48702	1145
Kukmirn	47.07544	16.21033	255
Kühnsdorf	46.62194	14.63639	439
Kufstein	47.58333	12.16667	483
Kuchl	47.62647	13.1448	466
Krusdorf	46.83944	15.86083	272
Krumpendorf	46.63333	14.21667	615
Krumnussbaum	48.20877	15.16212	215
Krumegg	47.02111	15.63139	477
Krumbach Markt	47.52183	16.19419	528
Krumbach	47.48306	9.93583	730
Krumau am Kamp	48.58879	15.44914	368
Krottendorf bei Ligist	47.01667	15.21667	358
Krottendorf	47.2	15.63333	470
Kronstorf	48.14324	14.46307	271
Kritzendorf	48.32932	16.30011	205
Krispl	47.71667	13.18333	838
Krieglach	47.54728	15.56248	608
Bad Kreuzen	48.26737	14.80648	475
Krensdorf	47.78552	16.41495	194
Kremsmünster	48.0529	14.12919	344
Kremsdorf	48.20031	14.26249	276
Krems an der Donau	48.40921	15.61415	195
Kraubath an der Mur	47.3	14.93333	608
Kramsach	47.44312	11.87545	532
Krakauschatten	47.18333	13.96667	1209
Krakauhintermühlen	47.18333	13.98333	1161
Krakaudorf	47.18131	14.02061	1164
Köttmannsdorf	46.56139	14.23389	542
Kottingbrunn	47.95096	16.22715	252
Kötschach	46.68167	13.00694	800
Köstendorf	47.95	13.2	533
Kössen	47.6699	12.40545	589
Korneuburg	48.35	16.33333	164
Koppl	47.80808	13.15561	748
Kopfing im Innkreis	48.43991	13.65841	557
Königswiesen	48.40453	14.83824	568
Königstetten	48.30198	16.14492	176
Königsdorf	47	16.16667	232
Kolsassberg	47.2815	11.65289	905
Kohlschwarz	47.11667	15.11667	573
Kohlberg	46.9	15.78333	361
Kohfidisch	47.17472	16.35701	256
Köflach	47.06667	15.08333	451
Koblach	47.33306	9.6	433
Kobersdorf	47.59572	16.39173	321
Kobenz	47.25	14.85	640
Knittelfeld	47.21667	14.81667	654
Klosterneuburg	48.30521	16.32522	192
Klösterle	47.13333	10.08333	1124
Kloster	46.88333	15.08333	886
Klöch	46.76472	15.96556	304
Klingenbach	47.75202	16.54069	239
Kleinzell	47.97993	15.7362	468
Kleinsölk	47.39444	13.93944	957
Kleinsöding	47	15.28333	343
Klein Sankt Paul	46.83611	14.54139	639
Klein-Pöchlarn	48.21667	15.21667	209
Kleinmürbisch	47.03299	16.32448	249
Kleinlobming	47.14954	14.84875	755
Kleinhöflein im Burgenland	47.84151	16.50413	212
Klausen-Leopoldsdorf	48.08771	16.01686	373
Klaus	47.30913	9.64678	476
Klagenfurt am Wörthersee	46.62472	14.30528	450
Klaffer am Hochficht	48.69544	13.88131	632
Kitzeck im Sausal	46.78072	15.45384	550
Kitzbühel	47.44637	12.39215	751
Kittsee	48.0925	17.06389	136
Kirnberg an der Mank	48.07246	15.32232	329
Kirchstetten	48.18333	15.81667	263
Kirchschlag in der Buckligen Welt	47.5	16.28333	527
Kirchschlag bei Linz	48.41149	14.27656	893
Kirchschlag	48.39345	15.22285	820
Kirchdorf in Tirol	47.55626	12.44511	641
Kirchdorf an der Krems	47.90558	14.12228	446
Kirchberg ob der Donau	48.4444	13.93805	580
Kirchberg in Tirol	47.44539	12.31602	823
Kirchberg an der Raab	46.98583	15.76694	356
Kirchberg an der Pielach	48.0269	15.42875	371
Kirchberg am Wechsel	47.60738	15.99103	560
Kirchberg am Walde	48.72477	15.08826	577
Kirchberg am Wagram	48.43182	15.89692	187
Kirchbach in Steiermark	46.93167	15.66194	333
Kirchbach	46.6416	13.18454	639
Kindberg	47.5	15.45	584
Kilb	48.10101	15.4085	299
Kierling	48.30997	16.27616	212
Keutschach am See	46.59306	14.18889	552
Kennelbach	47.48306	9.76667	507
Kemeten	47.24859	16.15213	296
Kematen in Tirol	47.25	11.26667	630
Kematen an der Krems	48.1115	14.19391	307
Kematen an der Ybbs	48.02541	14.76468	316
Kautzen	48.93	15.23932	521
Kauns	47.07822	10.69219	1067
Kaumberg	48.02415	15.89842	477
Katzelsdorf	48.28456	16.10836	204
Katzelsdorf	47.78055	16.26985	277
Katsdorf	48.31791	14.47432	303
Kasten bei Böheimkirchen	48.1532	15.77946	278
Kartitsch	46.72889	12.50083	1485
Karrösten	47.2254	10.76561	905
Karres	47.21667	10.78333	814
Karlstetten	48.2592	15.56544	372
Kaprun	47.27239	12.75985	772
Kappl	47.06667	10.38333	1321
Kappel am Krappfeld	46.83861	14.48639	590
Kapfing	47.33333	11.85	600
Kapfenstein	46.88611	15.97167	302
Kapfenberg	47.44458	15.29331	502
Kapelln	48.25817	15.75731	212
Kapellen	47.64784	15.62863	701
Kammern im Liesingtal	47.39245	14.90407	666
Kalwang	47.42678	14.75442	753
Kaltenleutgeben	48.11646	16.19956	335
Kaltenbach	47.70766	13.6105	490
Kaltenbach	47.28333	11.86667	930
Kalsdorf bei Graz	46.96528	15.48028	318
Kaisersdorf	47.53741	16.39198	362
Kaindorf an der Sulm	46.79248	15.53879	275
Kaindorf	47.22537	15.91125	338
Kainbach	47.08333	15.51667	476
Kainach bei Voitsberg	47.13637	15.0953	531
Kaibing	47.2	15.83333	351
Jungholz	47.57409	10.44723	1057
Judendorf	47.4	15.1	693
Warmbad-Judendorf	46.60126	13.82241	508
Judendorf	47.11667	15.35	373
Judenburg	47.16667	14.66667	754
Jois	47.96165	16.79604	138
Johnsbach	47.53333	14.58333	1067
Jochberg	47.3792	12.41807	931
Jerzens	47.1512	10.74686	1126
Jennersdorf	46.93848	16.14158	242
Jenbach	47.39173	11.77245	564
Jedenspeigen	48.49807	16.87225	156
Japons	48.7925	15.56831	510
Jaidhof	48.53333	15.48333	582
Jagerberg	46.85361	15.73806	377
Jabing	47.2388	16.27659	277
Ysper	48.28865	15.06131	497
Ischgl	47.01257	10.29179	1378
Irschen	46.75694	13.02528	822
Irrsdorf	47.96667	13.28333	548
Irdning	47.50529	14.10155	662
Inzing	47.2737	11.19751	609
Inzersdorf im Kremstal	47.92808	14.08104	434
Inzenhof	47.01667	16.31667	275
Innsbruck	47.26266	11.39454	587
Weerberg	47.29841	11.66592	976
Innervillgraten	46.81194	12.37472	1530
Innerschwand	47.83333	13.4	483
Innere Stadt	48.20906	16.37135	190
Innerbraz	47.15	9.91667	827
Imsterberg	47.20517	10.69605	899
Imst	47.24504	10.73974	823
Ilz	47.08649	15.92676	288
Illmitz	47.76148	16.80024	120
Hüttschlag	47.17635	13.23239	974
Hüttenberg	46.94139	14.55	880
Hutten	48.17856	15.98579	278
